0,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
BLCA.TCGA.BT.A3PJ.01,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train
BLCA.TCGA.XF.AAME.01,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train
BLCA.TCGA.CF.A47T.01,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train
BLCA.TCGA.BT.A2LD.01,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation
BRCA.TCGA.A7.A4SF.01,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation
BRCA.TCGA.BH.A0HY.01,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train
BRCA.TCGA.A2.A3XV.01,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train
BRCA.TCGA.A2.A3XY.01,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train
BRCA.TCGA.AQ.A04H.01,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train
BRCA.TCGA.A2.A3XZ.01,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train
CESC.TCGA.EA.A4BA.01,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train
CESC.TCGA.HG.A2PA.01,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train
CESC.TCGA.VS.A8EC.01,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train
CESC.TCGA.EA.A44S.01,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation
CESC.TCGA.EX.A449.01,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train
CESC.TCGA.RA.A741.01,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train
CESC.TCGA.IR.A3LK.01,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train
CESC.TCGA.IR.A3LB.01,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train
CESC.TCGA.VS.A9V5.01,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train
HNSC.TCGA.DQ.7590.01,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train
HNSC.TCGA.CR.7383.01,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train
HNSC.TCGA.QK.A8Z9.01,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train
HNSC.TCGA.DQ.7593.01,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train
HNSC.TCGA.H7.A6C4.01,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train
HNSC.TCGA.CN.A49A.01,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation
HNSC.TCGA.DQ.7596.01,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train
HNSC.TCGA.DQ.7594.01,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train
HNSC.TCGA.CN.A498.01,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train
HNSC.TCGA.MZ.A6I9.01,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train
HNSC.TCGA.CR.7389.01,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train
HNSC.TCGA.QK.A6II.01,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train
HNSC.TCGA.CN.A63W.01,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train
HNSC.TCGA.CR.5247.01,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train
HNSC.TCGA.QK.A8Z7.01,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train
HNSC.TCGA.BA.A6DL.01,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation
HNSC.TCGA.T2.A6WX.01,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation
HNSC.TCGA.CN.A6UY.01,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train
HNSC.TCGA.CR.5248.01,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train
LUAD.TCGA.50.5051.01,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train
LUAD.TCGA.97.8547.01,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train
LUAD.TCGA.49.AAR4.01,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train
LUAD.TCGA.55.A48X.01,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train
LUAD.TCGA.05.4402.01,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train
LUAD.TCGA.05.4398.01,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train
LUAD.TCGA.73.7498.01,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train
LUAD.TCGA.50.5933.01,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train
